dist,doserate
1.5499999999999996, 2.0913993348646343
1.6999999999999993, 1.938062713965183
1.8499999999999992, 1.818133211948161
1.9999999999999993, 1.6529511325865798
2.149999999999999, 1.5685668428195232
2.2999999999999985, 1.4651076611215539
2.449999999999999, 1.371595376901475
2.599999999999998, 1.2546786864070063
2.749999999999998, 1.1941227047644822
2.8999999999999986, 1.1868971625421403
3.049999999999997, 1.0851697603005281
3.199999999999997, 1.036439109416821
3.349999999999998, 0.980666553096093
3.4999999999999987, 0.9372724620416467
3.6499999999999977, 0.8902664401268222
3.7999999999999976, 0.8365946548882592
3.949999999999997, 0.8069049479536311
4.099999999999998, 0.7700898292539152
4.249999999999997, 0.7368593685148553
4.399999999999998, 0.7165709098051484
4.549999999999996, 0.6959441536857469
4.699999999999998, 0.6676376485463698
4.85, 0.6446243608432242
4.999999999999996, 0.6256623967961887
5.149999999999999, 0.6009909818472794
5.299999999999997, 0.5862999301966807
5.4499999999999975, 0.5590604925008462
5.599999999999999, 0.5422452610394736
5.750000000000003, 0.5281016114516323
5.900000000000002, 0.5063690507116266
6.049999999999997, 0.4911409879496091
6.199999999999998, 0.48750169151016687
6.350000000000003, 0.47465112967651274
6.5000000000000036, 0.45313504685929684
6.650000000000004, 0.4478661140266177
6.8, 0.4378786564014106
6.949999999999999, 0.42603385569447544
7.100000000000001, 0.41724498078077016
7.2500000000000036, 0.40380959445555986
7.400000000000003, 0.39809792292922774
7.550000000000002, 0.3896546852853167
7.700000000000001, 0.3853517643366689
7.85000000000001, 0.3764159837015012
7.999999999999997, 0.3662055694655475
8.150000000000002, 0.35524276246644915
8.300000000000002, 0.35387102948113
8.450000000000008, 0.34420214688241
8.600000000000005, 0.33519256580029194
8.75, 0.32912060606768306
8.900000000000002, 0.32019382079301756
9.050000000000002, 0.3142822274916993
9.200000000000005, 0.3091176034363418
9.350000000000003, 0.305366525876591
9.500000000000004, 0.3052044517499942
9.65000000000001, 0.2965649191559398
9.800000000000008, 0.2860666377253537
9.950000000000005, 0.2790188858378058
10.100000000000001, 0.2731184148666672
10.250000000000018, 0.2602932970554168
10.400000000000007, 0.26476542610716386
10.549999999999997, 0.2592920652388225
